AREA,ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
01,AL,Alabama,47-0000,Construction and Extraction Occupations,major,"75,280",1.5,41.265,1.08,17.48,"36,360",0.8,10.07,12.36,16.05,21.42,27.26,"20,940","25,710","33,390","44,550","56,700",,
01,AL,Alabama,49-0000,"Installation, Maintenance, and Repair Occupations",major,"89,790",1.6,49.217,1.26,20.02,"41,630",0.8,10.51,14.11,18.89,25.10,31.54,"21,860","29,350","39,280","52,210","65,610",,
01,AL,Alabama,51-0000,Production Occupations,major,"190,450",1.5,104.392,1.58,15.64,"32,530",1.4,8.61,10.33,13.63,19.37,26.39,"17,920","21,480","28,350","40,280","54,900",,
01,AL,Alabama,53-0000,Transportation and Material Moving Occupations,major,"137,910",1.2,75.590,1.12,14.60,"30,370",1.1,8.13,9.21,12.34,17.78,25.05,"16,900","19,160","25,660","36,980","52,110",,
02,AK,Alaska,11-0000,Management Occupations,major,"17,920",1.6,56.241,1.15,47.74,"99,300",1.2,23.67,31.29,42.71,57.33,77.68,"49,230","65,080","88,840","119,240","161,580",,
02,AK,Alaska,13-0000,Business and Financial Operations Occupations,major,"12,670",2.4,39.762,0.81,34.26,"71,260",1.0,20.01,25.52,32.33,40.95,50.97,"41,630","53,080","67,250","85,180","106,030",,
02,AK,Alaska,15-0000,Computer and Mathematical Occupations,major,"5,250",3.4,16.485,0.60,34.27,"71,280",1.4,20.39,25.64,33.60,41.85,49.44,"42,400","53,320","69,880","87,050","102,830",,
02,AK,Alaska,17-0000,Architecture and Engineering Occupations,major,"8,650",2.8,27.133,1.50,45.66,"94,960",2.4,24.23,31.02,41.92,54.99,70.23,"50,400","64,510","87,190","114,370","146,070",,
02,AK,Alaska,19-0000,"Life, Physical, and Social Science Occupations",major,"6,860",3.5,21.530,2.54,32.49,"67,580",2.3,16.62,22.14,29.69,38.55,49.12,"34,570","46,060","61,750","80,180","102,160",,
02,AK,Alaska,21-0000,Community and Social Service Occupations,major,"6,780",4.3,21.285,1.47,23.18,"48,210",2.2,13.66,16.94,21.75,28.26,35.00,"28,420","35,230","45,240","58,770","72,800",,
02,AK,Alaska,23-0000,Legal Occupations,major,"1,820",4.7,5.725,0.73,47.23,"98,230",4.3,23.24,29.58,40.92,56.46,74.75,"48,330","61,530","85,110","117,430","155,480",,
02,AK,Alaska,25-0000,"Education, Training, and Library Occupations",major,"22,590",3.6,70.896,1.10,26.73,"55,590",2.6,12.03,17.70,25.98,34.38,42.67,"25,020","36,810","54,030","71,500","88,750",,
02,AK,Alaska,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"3,310",4.3,10.374,0.77,22.10,"45,960",2.5,11.72,16.00,20.15,26.74,34.67,"24,380","33,290","41,920","55,620","72,100",,
02,AK,Alaska,29-0000,Healthcare Practitioners and Technical Occupations,major,"15,730",4.9,49.352,0.84,42.70,"88,810",2.8,18.97,26.83,36.57,46.32,72.10,"39,450","55,800","76,070","96,350","149,970",,
02,AK,Alaska,31-0000,Healthcare Support Occupations,major,"8,180",3.4,25.673,0.85,18.10,"37,640",1.8,11.64,14.37,17.01,20.58,25.43,"24,220","29,900","35,380","42,800","52,900",,
02,AK,Alaska,33-0000,Protective Service Occupations,major,"7,980",4.5,25.039,1.02,25.42,"52,860",3.3,11.29,16.72,24.87,32.10,40.93,"23,470","34,780","51,730","66,760","85,140",,
02,AK,Alaska,35-0000,Food Preparation and Serving Related Occupations,major,"24,310",2.7,76.278,0.86,11.73,"24,400",1.3,8.30,8.94,10.55,13.66,17.35,"17,270","18,600","21,950","28,420","36,080",,
02,AK,Alaska,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"10,770",5.4,33.781,1.04,13.91,"28,940",1.7,8.93,10.45,13.17,16.73,20.42,"18,580","21,740","27,390","34,790","42,470",,
02,AK,Alaska,39-0000,Personal Care and Service Occupations,major,"11,900",4.6,37.349,1.28,13.97,"29,060",1.7,8.88,10.30,13.10,16.71,20.18,"18,470","21,410","27,240","34,770","41,960",,
02,AK,Alaska,41-0000,Sales and Related Occupations,major,"25,920",2.7,81.314,0.77,16.29,"33,880",1.6,9.02,10.50,13.40,18.68,26.97,"18,760","21,840","27,870","38,860","56,090",,
02,AK,Alaska,43-0000,Office and Administrative Support Occupations,major,"53,060",1.4,166.472,1.02,19.23,"39,990",0.7,11.71,14.61,18.11,22.88,28.12,"24,350","30,380","37,670","47,580","58,490",,
02,AK,Alaska,45-0000,"Farming, Fishing, and Forestry Occupations",major,360,24.3,1.116,0.34,24.06,"50,040",11.8,12.33,16.43,21.07,31.60,41.89,"25,650","34,170","43,810","65,740","87,130",,
02,AK,Alaska,47-0000,Construction and Extraction Occupations,major,"20,580",2.1,64.574,1.69,29.39,"61,120",1.1,17.86,22.68,28.70,35.11,42.72,"37,140","47,170","59,690","73,040","88,850",,
02,AK,Alaska,49-0000,"Installation, Maintenance, and Repair Occupations",major,"15,170",2.8,47.591,1.22,26.60,"55,320",1.3,14.34,19.38,26.34,33.62,40.14,"29,830","40,310","54,790","69,930","83,490",,
02,AK,Alaska,51-0000,Production Occupations,major,"14,400",2.9,45.186,0.69,20.20,"42,010",5.6,8.42,9.28,16.44,29.59,37.75,"17,510","19,300","34,190","61,540","78,530",,
02,AK,Alaska,53-0000,Transportation and Material Moving Occupations,major,"24,490",4.7,76.846,1.14,23.96,"49,830",4.7,10.55,14.34,19.89,28.09,39.87,"21,940","29,830","41,380","58,440","82,930",,
04,AZ,Arizona,11-0000,Management Occupations,major,"135,610",1.2,56.168,1.15,46.18,"96,050",0.7,20.21,28.43,40.17,56.52,80.48,"42,030","59,130","83,560","117,550","167,400",,
04,AZ,Arizona,13-0000,Business and Financial Operations Occupations,major,"118,750",2.0,49.185,1.00,30.42,"63,280",1.1,16.30,20.93,27.77,36.46,47.17,"33,900","43,520","57,760","75,840","98,120",,
04,AZ,Arizona,15-0000,Computer and Mathematical Occupations,major,"70,950",3.0,29.388,1.07,36.14,"75,180",1.6,18.42,24.90,34.60,45.77,56.53,"38,310","51,780","71,980","95,210","117,570",,
04,AZ,Arizona,17-0000,Architecture and Engineering Occupations,major,"50,620",3.5,20.967,1.16,36.65,"76,220",1.6,19.32,25.63,34.56,45.84,57.63,"40,190","53,310","71,880","95,340","119,860",,
04,AZ,Arizona,19-0000,"Life, Physical, and Social Science Occupations",major,"17,550",2.7,7.270,0.86,26.49,"55,090",1.9,13.87,18.22,23.63,32.82,42.70,"28,840","37,890","49,160","68,260","88,810",,
04,AZ,Arizona,21-0000,Community and Social Service Occupations,major,"33,920",3.4,14.051,0.97,19.63,"40,820",1.3,10.95,13.94,18.05,23.36,30.23,"22,780","29,000","37,540","48,590","62,870",,
04,AZ,Arizona,23-0000,Legal Occupations,major,"17,760",3.3,7.358,0.94,42.35,"88,090",4.2,16.55,22.03,33.16,53.13,81.28,"34,410","45,810","68,980","110,520","169,070",,
04,AZ,Arizona,25-0000,"Education, Training, and Library Occupations",major,"141,930",2.4,58.784,0.91,21.70,"45,140",3.7,9.92,13.09,18.57,25.58,36.49,"20,640","27,220","38,640","53,210","75,890",,
04,AZ,Arizona,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"29,200",3.1,12.094,0.90,21.59,"44,910",2.2,8.89,12.20,18.14,26.05,36.25,"18,490","25,370","37,720","54,190","75,400",,
04,AZ,Arizona,29-0000,Healthcare Practitioners and Technical Occupations,major,"134,010",2.4,55.505,0.95,36.82,"76,580",1.4,14.58,22.17,31.62,42.15,62.52,"30,330","46,120","65,770","87,670","130,040",,
04,AZ,Arizona,31-0000,Healthcare Support Occupations,major,"65,450",3.2,27.108,0.90,13.98,"29,080",1.0,9.20,10.69,13.19,16.31,19.16,"19,140","22,240","27,440","33,930","39,850",,
04,AZ,Arizona,33-0000,Protective Service Occupations,major,"76,630",2.1,31.739,1.29,21.09,"43,860",3.0,9.23,12.45,19.17,27.23,35.70,"19,190","25,890","39,870","56,640","74,260",,
04,AZ,Arizona,35-0000,Food Preparation and Serving Related Occupations,major,"224,470",1.2,92.973,1.05,10.51,"21,860",1.5,7.94,8.36,9.08,11.04,14.50,"16,510","17,390","18,880","22,960","30,160",,
04,AZ,Arizona,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"78,810",2.0,32.641,1.00,11.43,"23,770",1.1,8.08,8.73,10.19,12.93,16.86,"16,810","18,150","21,200","26,890","35,060",,
04,AZ,Arizona,39-0000,Personal Care and Service Occupations,major,"72,410",3.6,29.993,1.03,11.81,"24,570",1.1,8.07,8.70,10.05,12.86,18.06,"16,790","18,100","20,910","26,750","37,550",,
04,AZ,Arizona,41-0000,Sales and Related Occupations,major,"269,870",1.7,111.778,1.05,17.06,"35,490",1.5,8.26,9.18,12.28,19.29,30.75,"17,190","19,090","25,540","40,110","63,960",,
04,AZ,Arizona,43-0000,Office and Administrative Support Occupations,major,"420,020",1.2,173.968,1.06,16.18,"33,650",0.4,9.50,11.92,15.10,19.18,24.39,"19,760","24,790","31,400","39,900","50,740",,
04,AZ,Arizona,45-0000,"Farming, Fishing, and Forestry Occupations",major,"11,150",9.3,4.618,1.41,10.11,"21,020",2.1,7.92,8.34,9.02,10.58,13.44,"16,480","17,340","18,760","22,010","27,960",,
04,AZ,Arizona,47-0000,Construction and Extraction Occupations,major,"100,000",2.4,41.418,1.08,19.12,"39,770",0.9,10.42,13.62,17.67,22.87,29.55,"21,660","28,330","36,750","47,570","61,470",,
04,AZ,Arizona,49-0000,"Installation, Maintenance, and Repair Occupations",major,"98,670",2.4,40.870,1.05,20.87,"43,410",0.8,10.81,14.46,19.42,26.38,33.03,"22,480","30,080","40,390","54,870","68,700",,
04,AZ,Arizona,51-0000,Production Occupations,major,"104,150",2.9,43.140,0.65,16.07,"33,430",0.9,8.79,10.67,14.26,19.69,25.99,"18,280","22,190","29,660","40,960","54,060",,
04,AZ,Arizona,53-0000,Transportation and Material Moving Occupations,major,"142,410",3.0,58.984,0.88,16.77,"34,890",4.3,8.45,9.86,13.92,19.92,27.60,"17,580","20,510","28,960","41,430","57,400",,
05,AR,Arkansas,11-0000,Management Occupations,major,"52,730",1.3,45.655,0.93,41.33,"85,960",2.8,16.37,23.27,34.84,50.89,76.01,"34,060","48,390","72,470","105,860","158,110",,
05,AR,Arkansas,13-0000,Business and Financial Operations Occupations,major,"40,230",1.8,34.835,0.71,28.11,"58,480",2.2,14.55,18.61,25.81,34.83,44.81,"30,260","38,710","53,680","72,440","93,200",,
05,AR,Arkansas,15-0000,Computer and Mathematical Occupations,major,"19,100",3.1,16.533,0.60,30.12,"62,650",2.5,15.92,21.31,29.20,37.57,45.33,"33,120","44,320","60,740","78,150","94,290",,
05,AR,Arkansas,17-0000,Architecture and Engineering Occupations,major,"11,420",4.6,9.890,0.55,29.95,"62,300",1.0,15.91,21.04,28.70,36.59,45.78,"33,100","43,760","59,700","76,100","95,220",,
05,AR,Arkansas,19-0000,"Life, Physical, and Social Science Occupations",major,"6,020",3.2,5.214,0.62,26.75,"55,630",2.2,13.46,17.85,24.10,33.08,42.20,"27,990","37,130","50,120","68,810","87,780",,
05,AR,Arkansas,21-0000,Community and Social Service Occupations,major,"13,780",2.4,11.928,0.83,18.49,"38,470",1.3,9.12,12.31,16.83,23.25,30.55,"18,970","25,600","35,000","48,360","63,540",,
05,AR,Arkansas,23-0000,Legal Occupations,major,"6,630",4.3,5.739,0.73,33.91,"70,540",4.6,13.45,17.05,25.13,42.64,68.11,"27,980","35,460","52,260","88,700","141,670",,
05,AR,Arkansas,25-0000,"Education, Training, and Library Occupations",major,"75,030",2.9,64.961,1.01,20.88,"43,440",2.0,8.68,13.27,20.24,25.88,32.10,"18,040","27,600","42,100","53,840","66,770",,
05,AR,Arkansas,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"8,460",2.5,7.321,0.54,19.32,"40,180",1.8,8.89,11.54,16.71,23.62,31.51,"18,480","24,000","34,760","49,130","65,540",,
05,AR,Arkansas,29-0000,Healthcare Practitioners and Technical Occupations,major,"72,970",2.1,63.179,1.08,30.10,"62,600",1.4,12.66,16.79,23.07,32.52,53.42,"26,340","34,930","47,990","67,640","111,100",,
05,AR,Arkansas,31-0000,Healthcare Support Occupations,major,"38,610",2.4,33.428,1.11,10.84,"22,540",0.9,7.78,8.70,10.20,11.69,14.65,"16,170","18,090","21,230","24,320","30,480",,
05,AR,Arkansas,33-0000,Protective Service Occupations,major,"23,330",1.9,20.201,0.82,15.75,"32,760",1.9,8.46,10.76,14.62,19.02,24.86,"17,590","22,370","30,410","39,560","51,700",,
05,AR,Arkansas,35-0000,Food Preparation and Serving Related Occupations,major,"98,230",1.1,85.046,0.96,8.97,"18,660",0.7,7.62,8.01,8.64,9.29,11.48,"15,860","16,650","17,980","19,320","23,870",,
05,AR,Arkansas,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"34,860",1.8,30.183,0.93,10.30,"21,420",0.8,7.75,8.31,9.24,11.52,14.53,"16,120","17,280","19,220","23,950","30,230",,
05,AR,Arkansas,39-0000,Personal Care and Service Occupations,major,"31,080",2.8,26.907,0.92,9.61,"20,000",1.2,7.61,8.05,8.81,10.18,13.50,"15,820","16,750","18,320","21,180","28,080",,
05,AR,Arkansas,41-0000,Sales and Related Occupations,major,"118,280",1.7,102.407,0.96,15.13,"31,470",1.6,7.95,8.67,10.61,17.05,28.49,"16,540","18,030","22,070","35,470","59,260",,
05,AR,Arkansas,43-0000,Office and Administrative Support Occupations,major,"179,900",1.0,155.758,0.95,14.04,"29,210",0.7,8.40,9.94,12.81,16.73,21.78,"17,480","20,680","26,640","34,790","45,310",,
05,AR,Arkansas,45-0000,"Farming, Fishing, and Forestry Occupations",major,"5,620",5.0,4.866,1.48,13.21,"27,480",2.9,8.43,9.77,11.52,15.93,20.53,"17,540","20,320","23,950","33,120","42,710",,
05,AR,Arkansas,47-0000,Construction and Extraction Occupations,major,"47,760",2.5,41.347,1.08,16.65,"34,630",0.8,9.52,12.05,15.48,20.12,25.48,"19,800","25,050","32,200","41,850","52,990",,
05,AR,Arkansas,49-0000,"Installation, Maintenance, and Repair Occupations",major,"52,040",1.7,45.057,1.16,18.11,"37,680",0.7,10.07,12.89,16.89,22.04,28.44,"20,950","26,800","35,120","45,830","59,150",,
05,AR,Arkansas,51-0000,Production Occupations,major,"113,920",2.3,98.627,1.50,14.61,"30,380",1.1,8.67,10.29,13.37,17.74,22.31,"18,030","21,410","27,810","36,900","46,410",,
05,AR,Arkansas,53-0000,Transportation and Material Moving Occupations,major,"105,010",3.5,90.917,1.35,14.68,"30,540",1.7,8.37,9.89,13.06,17.52,23.46,"17,410","20,570","27,160","36,440","48,790",,
06,CA,California,11-0000,Management Occupations,major,"808,170",0.6,56.501,1.15,58.74,"122,180",0.4,24.98,35.34,51.70,73.39,#,"51,970","73,510","107,540","152,650",#,,
06,CA,California,13-0000,Business and Financial Operations Occupations,major,"790,660",0.8,55.277,1.12,36.56,"76,040",0.4,18.92,24.83,33.02,44.05,57.66,"39,360","51,640","68,690","91,610","119,920",,
06,CA,California,15-0000,Computer and Mathematical Occupations,major,"471,890",1.5,32.991,1.20,44.14,"91,810",0.6,22.59,31.52,42.45,55.55,68.93,"46,980","65,550","88,290","115,550","143,360",,
06,CA,California,17-0000,Architecture and Engineering Occupations,major,"315,670",1.8,22.069,1.22,44.03,"91,590",0.6,23.24,31.20,42.50,55.14,68.66,"48,340","64,890","88,400","114,700","142,800",,
06,CA,California,19-0000,"Life, Physical, and Social Science Occupations",major,"171,200",3.2,11.969,1.41,36.75,"76,430",1.0,16.69,23.55,34.41,45.97,57.59,"34,710","48,980","71,570","95,620","119,780",,
06,CA,California,21-0000,Community and Social Service Occupations,major,"218,510",2.0,15.277,1.06,24.47,"50,900",1.5,11.75,15.96,22.35,31.49,41.45,"24,450","33,200","46,480","65,500","86,220",,
06,CA,California,23-0000,Legal Occupations,major,"117,390",1.5,8.207,1.05,56.10,"116,680",1.8,20.37,29.72,46.79,74.67,#,"42,360","61,810","97,320","155,320",#,,
06,CA,California,25-0000,"Education, Training, and Library Occupations",major,"895,710",0.8,62.621,0.97,27.90,"58,030",0.8,12.30,16.81,25.55,36.35,44.87,"25,580","34,960","53,140","75,610","93,320",,
06,CA,California,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"283,510",3.3,19.821,1.48,35.06,"72,920",2.9,12.04,17.50,26.97,41.63,68.79,"25,040","36,390","56,090","86,590","143,080",,
06,CA,California,29-0000,Healthcare Practitioners and Technical Occupations,major,"721,930",1.3,50.472,0.86,42.60,"88,610",0.7,17.59,25.40,38.03,53.15,70.27,"36,580","52,820","79,110","110,550","146,160",,
06,CA,California,31-0000,Healthcare Support Occupations,major,"361,930",1.2,25.304,0.84,15.43,"32,090",0.6,9.52,11.30,14.22,18.17,23.20,"19,800","23,500","29,580","37,790","48,250",,
06,CA,California,33-0000,Protective Service Occupations,major,"348,950",1.2,24.396,0.99,25.49,"53,010",2.2,9.66,11.89,21.50,37.14,46.49,"20,100","24,740","44,720","77,260","96,690",,
06,CA,California,35-0000,Food Preparation and Serving Related Occupations,major,"1,297,190",0.5,90.690,1.02,10.75,"22,350",0.4,8.36,8.70,9.27,11.37,15.32,"17,390","18,090","19,270","23,650","31,860",,
06,CA,California,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"452,020",1.1,31.602,0.97,13.47,"28,010",0.6,8.67,9.47,11.60,16.13,21.49,"18,020","19,690","24,120","33,560","44,690",,
06,CA,California,39-0000,Personal Care and Service Occupations,major,"353,930",1.5,24.744,0.85,13.03,"27,100",0.7,8.53,9.13,10.89,14.20,20.80,"17,740","18,990","22,640","29,540","43,260",,
06,CA,California,41-0000,Sales and Related Occupations,major,"1,475,050",0.6,103.124,0.97,19.72,"41,010",0.6,8.75,9.59,13.54,22.24,38.13,"18,210","19,940","28,160","46,250","79,320",,
06,CA,California,43-0000,Office and Administrative Support Occupations,major,"2,403,360",0.6,168.024,1.03,18.37,"38,210",0.2,9.76,12.62,17.08,22.57,28.46,"20,300","26,260","35,520","46,940","59,200",,
06,CA,California,45-0000,"Farming, Fishing, and Forestry Occupations",major,"197,210",2.1,13.787,4.20,9.91,"20,610",0.7,8.27,8.52,8.96,9.55,12.72,"17,190","17,730","18,630","19,870","26,460",,
06,CA,California,47-0000,Construction and Extraction Occupations,major,"459,670",1.1,32.136,0.84,25.87,"53,820",0.5,12.90,17.03,24.40,33.39,42.24,"26,830","35,420","50,750","69,450","87,850",,
06,CA,California,49-0000,"Installation, Maintenance, and Repair Occupations",major,"465,740",1.0,32.561,0.84,23.36,"48,600",0.4,11.74,15.73,22.04,29.72,36.29,"24,420","32,710","45,830","61,830","75,480",,
06,CA,California,51-0000,Production Occupations,major,"787,240",1.0,55.038,0.83,16.50,"34,330",0.5,8.90,10.35,14.03,20.20,28.24,"18,510","21,530","29,190","42,010","58,740",,
06,CA,California,53-0000,Transportation and Material Moving Occupations,major,"906,690",1.0,63.389,0.94,16.43,"34,170",0.8,8.77,9.99,13.96,20.19,27.80,"18,250","20,780","29,040","42,000","57,810",,
08,CO,Colorado,11-0000,Management Occupations,major,"95,170",1.2,42.752,0.87,54.58,"113,520",0.6,24.82,33.94,48.16,67.52,#,"51,620","70,600","100,180","140,440",#,,
08,CO,Colorado,13-0000,Business and Financial Operations Occupations,major,"147,920",1.3,66.448,1.35,33.67,"70,030",0.6,16.82,22.57,30.70,41.43,53.81,"34,980","46,940","63,860","86,170","111,920",,
08,CO,Colorado,15-0000,Computer and Mathematical Occupations,major,"90,870",2.3,40.818,1.49,40.39,"84,010",1.1,20.72,28.87,38.63,50.52,62.49,"43,100","60,040","80,350","105,090","129,980",,
08,CO,Colorado,17-0000,Architecture and Engineering Occupations,major,"51,330",2.3,23.056,1.27,40.06,"83,320",1.2,21.13,27.76,36.93,49.69,63.20,"43,950","57,740","76,810","103,360","131,450",,
08,CO,Colorado,19-0000,"Life, Physical, and Social Science Occupations",major,"26,790",2.6,12.034,1.42,34.54,"71,840",2.2,15.84,21.50,30.83,43.78,57.96,"32,950","44,710","64,140","91,070","120,560",,
08,CO,Colorado,21-0000,Community and Social Service Occupations,major,"30,490",1.9,13.698,0.95,21.18,"44,050",1.3,11.65,14.74,19.69,25.86,33.12,"24,240","30,660","40,940","53,790","68,900",,
08,CO,Colorado,23-0000,Legal Occupations,major,"20,840",4.3,9.360,1.19,47.89,"99,610",4.5,18.27,24.26,35.82,63.16,#,"38,010","50,470","74,510","131,380",#,,
08,CO,Colorado,25-0000,"Education, Training, and Library Occupations",major,"132,010",0.8,59.300,0.92,24.24,"50,420",2.7,11.57,15.64,21.28,28.98,37.31,"24,070","32,520","44,270","60,270","77,610",,
08,CO,Colorado,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"35,300",2.6,15.857,1.18,23.53,"48,950",1.7,9.37,12.94,20.01,29.34,41.11,"19,480","26,910","41,610","61,030","85,500",,
08,CO,Colorado,29-0000,Healthcare Practitioners and Technical Occupations,major,"117,610",1.6,52.831,0.90,36.02,"74,920",1.3,16.12,23.18,31.15,41.07,56.92,"33,530","48,210","64,780","85,430","118,400",,
08,CO,Colorado,31-0000,Healthcare Support Occupations,major,"55,880",2.3,25.100,0.84,14.23,"29,600",1.2,9.32,10.89,13.38,16.68,20.57,"19,390","22,640","27,830","34,690","42,790",,
08,CO,Colorado,33-0000,Protective Service Occupations,major,"55,380",2.3,24.878,1.01,20.76,"43,170",2.2,9.13,11.89,18.46,27.98,35.80,"19,000","24,730","38,390","58,200","74,460",,
08,CO,Colorado,35-0000,Food Preparation and Serving Related Occupations,major,"211,710",1.0,95.101,1.07,10.66,"22,170",0.8,7.94,8.39,9.15,11.44,15.61,"16,520","17,460","19,020","23,800","32,460",,
08,CO,Colorado,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"75,000",1.7,33.689,1.03,12.49,"25,980",1.0,8.26,9.20,11.18,14.28,18.36,"17,190","19,130","23,250","29,700","38,190",,
08,CO,Colorado,39-0000,Personal Care and Service Occupations,major,"64,120",2.7,28.804,0.98,12.44,"25,880",1.1,8.12,8.83,10.44,13.81,19.87,"16,880","18,370","21,710","28,710","41,340",,
08,CO,Colorado,41-0000,Sales and Related Occupations,major,"249,970",1.3,112.286,1.06,19.45,"40,460",1.0,8.40,9.58,13.49,22.39,37.86,"17,470","19,920","28,060","46,570","78,740",,
08,CO,Colorado,43-0000,Office and Administrative Support Occupations,major,"358,340",0.9,160.965,0.98,17.21,"35,790",0.4,9.58,12.27,16.07,21.09,26.68,"19,920","25,510","33,420","43,870","55,500",,
08,CO,Colorado,45-0000,"Farming, Fishing, and Forestry Occupations",major,"3,660",10.6,1.646,0.50,13.53,"28,140",2.2,8.25,9.15,12.23,15.76,20.69,"17,150","19,040","25,430","32,780","43,030",,
08,CO,Colorado,47-0000,Construction and Extraction Occupations,major,"105,010",1.6,47.171,1.23,21.12,"43,940",0.8,12.19,15.14,19.20,25.90,32.89,"25,350","31,480","39,940","53,880","68,400",,
08,CO,Colorado,49-0000,"Installation, Maintenance, and Repair Occupations",major,"85,040",1.8,38.200,0.98,21.75,"45,230",0.7,11.16,15.04,20.67,27.62,34.24,"23,210","31,290","43,000","57,450","71,210",,
