AREA,ST,STATE,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
04,AZ,Arizona,51-0000,Production Occupations,major,"101,830",3.0,42.780,0.66,16.15,"33,580",1.1,8.72,10.70,14.25,19.82,26.35,"18,140","22,250","29,630","41,230","54,810",,
04,AZ,Arizona,53-0000,Transportation and Material Moving Occupations,major,"141,710",2.2,59.539,0.88,16.12,"33,520",2.5,8.34,9.94,13.93,19.68,26.26,"17,340","20,680","28,980","40,920","54,630",,
05,AR,Arkansas,11-0000,Management Occupations,major,"50,320",1.3,44.157,0.92,40.61,"84,460",2.8,16.84,23.30,34.41,49.23,72.14,"35,020","48,470","71,580","102,390","150,050",,
05,AR,Arkansas,13-0000,Business and Financial Operations Occupations,major,"39,440",1.9,34.607,0.72,27.39,"56,980",2.2,14.18,18.19,24.96,33.83,43.60,"29,490","37,830","51,920","70,360","90,690",,
05,AR,Arkansas,15-0000,Computer and Mathematical Occupations,major,"19,380",3.0,17.001,0.64,29.19,"60,720",2.4,15.65,20.50,28.01,36.20,44.47,"32,550","42,640","58,270","75,290","92,500",,
05,AR,Arkansas,17-0000,Architecture and Engineering Occupations,major,"10,940",4.1,9.597,0.53,29.30,"60,940",1.1,15.80,20.84,28.02,36.14,44.68,"32,870","43,350","58,270","75,180","92,930",,
05,AR,Arkansas,19-0000,"Life, Physical, and Social Science Occupations",major,"5,710",2.8,5.013,0.59,26.05,"54,190",2.5,13.46,17.62,23.32,31.40,40.79,"27,990","36,650","48,500","65,310","84,850",,
05,AR,Arkansas,21-0000,Community and Social Service Occupations,major,"14,420",4.2,12.654,0.86,18.21,"37,870",1.4,9.15,11.84,16.46,23.07,30.16,"19,040","24,630","34,250","47,990","62,740",,
05,AR,Arkansas,23-0000,Legal Occupations,major,"6,840",3.8,5.998,0.77,31.80,"66,150",5.2,12.52,15.89,22.93,38.13,67.93,"26,040","33,050","47,690","79,300","141,300",,
05,AR,Arkansas,25-0000,"Education, Training, and Library Occupations",major,"75,220",1.4,66.001,1.01,20.57,"42,780",2.0,8.76,13.35,19.96,25.34,31.16,"18,220","27,760","41,510","52,710","64,810",,
05,AR,Arkansas,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"8,350",3.1,7.325,0.54,19.34,"40,230",1.9,8.82,11.36,16.59,23.12,32.30,"18,340","23,620","34,510","48,080","67,180",,
05,AR,Arkansas,29-0000,Healthcare Practitioners and Technical Occupations,major,"70,960",2.4,62.263,1.06,29.91,"62,210",1.5,12.42,16.54,22.63,31.99,53.32,"25,830","34,410","47,070","66,540","110,900",,
05,AR,Arkansas,31-0000,Healthcare Support Occupations,major,"38,100",2.5,33.434,1.08,10.68,"22,220",0.9,7.71,8.55,10.04,11.53,14.48,"16,030","17,780","20,890","23,980","30,130",,
05,AR,Arkansas,33-0000,Protective Service Occupations,major,"23,740",1.9,20.835,0.83,15.72,"32,700",1.9,8.46,10.75,14.50,18.89,24.55,"17,590","22,350","30,150","39,300","51,070",,
05,AR,Arkansas,35-0000,Food Preparation and Serving Related Occupations,major,"94,830",0.9,83.205,0.95,9.06,"18,840",0.8,7.60,7.99,8.64,9.30,11.54,"15,800","16,610","17,970","19,350","24,000",,
05,AR,Arkansas,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"34,360",2.0,30.147,0.92,10.32,"21,470",0.8,7.72,8.28,9.22,11.46,14.59,"16,050","17,220","19,180","23,840","30,340",,
05,AR,Arkansas,39-0000,Personal Care and Service Occupations,major,"27,100",3.4,23.782,0.84,9.95,"20,690",1.5,7.63,8.09,8.85,10.42,14.13,"15,880","16,830","18,420","21,660","29,390",,
05,AR,Arkansas,41-0000,Sales and Related Occupations,major,"115,410",1.6,101.270,0.95,14.76,"30,700",1.4,7.88,8.59,10.45,16.71,27.41,"16,390","17,870","21,730","34,770","57,020",,
05,AR,Arkansas,43-0000,Office and Administrative Support Occupations,major,"181,080",0.9,158.885,0.95,13.89,"28,900",0.6,8.38,9.91,12.66,16.60,21.61,"17,420","20,610","26,330","34,520","44,950",,
05,AR,Arkansas,45-0000,"Farming, Fishing, and Forestry Occupations",major,"5,690",5.7,4.989,1.56,13.28,"27,630",2.6,8.28,9.66,11.49,16.13,21.11,"17,230","20,090","23,900","33,550","43,920",,
05,AR,Arkansas,47-0000,Construction and Extraction Occupations,major,"46,740",2.4,41.008,1.06,16.70,"34,730",0.8,9.73,12.22,15.58,20.09,25.13,"20,230","25,420","32,400","41,780","52,270",,
05,AR,Arkansas,49-0000,"Installation, Maintenance, and Repair Occupations",major,"51,080",1.9,44.816,1.15,17.83,"37,080",0.7,9.94,12.66,16.72,21.73,27.99,"20,680","26,340","34,790","45,190","58,220",,
05,AR,Arkansas,51-0000,Production Occupations,major,"115,400",2.4,101.260,1.55,14.32,"29,790",1.1,8.54,10.17,13.13,17.42,21.85,"17,750","21,160","27,310","36,240","45,440",,
05,AR,Arkansas,53-0000,Transportation and Material Moving Occupations,major,"104,570",2.8,91.753,1.36,14.66,"30,500",1.6,8.30,9.76,12.89,17.74,23.98,"17,270","20,290","26,810","36,900","49,880",,
06,CA,California,11-0000,Management Occupations,major,"790,280",0.7,56.292,1.17,58.64,"121,980",0.5,24.90,35.41,51.75,73.09,#,"51,800","73,660","107,650","152,020",#,,
06,CA,California,13-0000,Business and Financial Operations Occupations,major,"754,430",0.9,53.738,1.12,36.13,"75,160",0.4,18.78,24.53,32.72,43.67,57.17,"39,050","51,020","68,070","90,830","118,910",,
06,CA,California,15-0000,Computer and Mathematical Occupations,major,"447,600",2.0,31.883,1.20,43.72,"90,930",1.0,22.70,31.26,42.22,55.29,68.37,"47,220","65,020","87,820","114,990","142,220",,
06,CA,California,17-0000,Architecture and Engineering Occupations,major,"305,580",1.7,21.767,1.21,43.31,"90,080",0.6,22.86,30.72,41.77,54.23,67.73,"47,540","63,900","86,880","112,800","140,870",,
06,CA,California,19-0000,"Life, Physical, and Social Science Occupations",major,"166,690",3.1,11.873,1.41,36.26,"75,410",1.0,16.79,23.25,33.45,44.96,57.29,"34,910","48,370","69,570","93,510","119,170",,
06,CA,California,21-0000,Community and Social Service Occupations,major,"207,000",2.2,14.744,1.00,24.75,"51,470",1.7,11.87,16.10,22.52,31.97,42.06,"24,690","33,490","46,840","66,500","87,490",,
06,CA,California,23-0000,Legal Occupations,major,"113,160",1.7,8.061,1.03,57.86,"120,350",1.9,20.50,30.74,48.68,78.17,#,"42,630","63,940","101,260","162,590",#,,
06,CA,California,25-0000,"Education, Training, and Library Occupations",major,"902,900",1.0,64.314,0.98,27.96,"58,160",0.8,12.46,16.95,25.59,36.12,45.01,"25,930","35,260","53,220","75,130","93,620",,
06,CA,California,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"274,570",2.9,19.558,1.45,34.54,"71,840",2.6,11.82,16.97,26.47,40.94,68.48,"24,580","35,300","55,050","85,150","142,440",,
06,CA,California,29-0000,Healthcare Practitioners and Technical Occupations,major,"703,190",1.2,50.089,0.86,41.95,"87,260",0.8,17.66,25.26,36.99,51.16,69.24,"36,740","52,550","76,950","106,400","144,020",,
06,CA,California,31-0000,Healthcare Support Occupations,major,"370,770",1.1,26.410,0.86,14.92,"31,030",0.6,9.28,10.96,13.83,17.70,22.34,"19,300","22,790","28,760","36,810","46,470",,
06,CA,California,33-0000,Protective Service Occupations,major,"363,020",1.8,25.858,1.04,25.63,"53,300",3.6,9.92,12.54,22.39,35.67,45.94,"20,640","26,080","46,570","74,190","95,550",,
06,CA,California,35-0000,Food Preparation and Serving Related Occupations,major,"1,246,720",0.5,88.804,1.02,10.69,"22,240",0.4,8.36,8.70,9.26,11.30,15.05,"17,390","18,090","19,250","23,510","31,310",,
06,CA,California,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"440,000",1.0,31.341,0.96,13.39,"27,850",0.6,8.64,9.43,11.58,15.88,21.18,"17,970","19,610","24,090","33,040","44,050",,
06,CA,California,39-0000,Personal Care and Service Occupations,major,"337,720",1.4,24.056,0.85,12.93,"26,890",0.6,8.54,9.13,10.85,14.18,20.57,"17,750","18,990","22,570","29,500","42,790",,
06,CA,California,41-0000,Sales and Related Occupations,major,"1,432,730",0.6,102.054,0.96,19.49,"40,530",0.6,8.72,9.54,13.34,22.08,37.77,"18,140","19,850","27,740","45,920","78,560",,
06,CA,California,43-0000,Office and Administrative Support Occupations,major,"2,416,400",0.5,172.121,1.03,18.35,"38,160",0.2,9.84,12.62,17.03,22.53,28.41,"20,470","26,250","35,420","46,870","59,090",,
06,CA,California,45-0000,"Farming, Fishing, and Forestry Occupations",major,"182,000",1.2,12.964,4.06,9.94,"20,670",0.7,8.30,8.55,8.98,9.51,12.57,"17,260","17,790","18,690","19,790","26,140",,
06,CA,California,47-0000,Construction and Extraction Occupations,major,"458,240",1.1,32.640,0.84,25.56,"53,160",0.5,12.99,17.08,24.10,32.50,41.61,"27,030","35,530","50,140","67,600","86,560",,
06,CA,California,49-0000,"Installation, Maintenance, and Repair Occupations",major,"455,320",0.9,32.433,0.83,23.07,"47,980",0.4,11.78,15.64,21.76,29.22,35.95,"24,500","32,540","45,250","60,790","74,780",,
06,CA,California,51-0000,Production Occupations,major,"779,880",0.9,55.551,0.85,16.30,"33,910",0.4,8.88,10.29,13.91,19.86,27.76,"18,460","21,410","28,940","41,300","57,730",,
06,CA,California,53-0000,Transportation and Material Moving Occupations,major,"890,750",0.9,63.449,0.94,16.38,"34,070",0.8,8.80,10.03,14.00,20.15,27.47,"18,290","20,860","29,110","41,910","57,150",,
08,CO,Colorado,11-0000,Management Occupations,major,"92,990",1.2,42.674,0.89,53.47,"111,220",0.6,24.46,33.72,47.26,65.95,#,"50,880","70,130","98,310","137,180",#,,
08,CO,Colorado,13-0000,Business and Financial Operations Occupations,major,"141,130",1.1,64.765,1.34,33.47,"69,620",0.6,16.77,22.35,30.41,41.08,53.38,"34,890","46,480","63,260","85,440","111,020",,
08,CO,Colorado,15-0000,Computer and Mathematical Occupations,major,"88,030",2.1,40.400,1.52,39.11,"81,360",0.8,20.39,28.27,37.99,48.90,58.76,"42,400","58,800","79,020","101,700","122,230",,
08,CO,Colorado,17-0000,Architecture and Engineering Occupations,major,"50,880",2.3,23.351,1.30,38.94,"81,000",1.1,20.56,27.22,36.20,48.18,60.44,"42,760","56,620","75,300","100,220","125,720",,
08,CO,Colorado,19-0000,"Life, Physical, and Social Science Occupations",major,"25,530",2.4,11.718,1.39,34.64,"72,060",2.0,15.57,21.77,31.27,44.15,58.67,"32,380","45,280","65,050","91,830","122,040",,
08,CO,Colorado,21-0000,Community and Social Service Occupations,major,"29,680",2.1,13.622,0.92,21.06,"43,810",1.4,11.26,14.38,19.49,25.74,33.27,"23,420","29,910","40,540","53,540","69,200",,
08,CO,Colorado,23-0000,Legal Occupations,major,"20,520",3.8,9.418,1.21,46.97,"97,700",5.0,17.53,23.66,34.25,60.49,#,"36,460","49,210","71,230","125,830",#,,
08,CO,Colorado,25-0000,"Education, Training, and Library Occupations",major,"131,390",1.0,60.295,0.92,23.90,"49,720",2.1,11.63,15.85,21.45,28.72,36.59,"24,190","32,970","44,610","59,730","76,100",,
08,CO,Colorado,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"37,340",2.6,17.137,1.27,23.66,"49,210",1.5,9.43,13.32,20.46,29.88,41.12,"19,610","27,710","42,550","62,160","85,530",,
08,CO,Colorado,29-0000,Healthcare Practitioners and Technical Occupations,major,"114,970",1.9,52.761,0.90,35.53,"73,910",1.4,15.70,22.61,30.76,40.59,56.29,"32,660","47,030","63,990","84,440","117,090",,
08,CO,Colorado,31-0000,Healthcare Support Occupations,major,"55,870",2.4,25.638,0.83,14.09,"29,310",1.2,9.16,10.71,13.23,16.62,20.43,"19,040","22,270","27,530","34,580","42,490",,
08,CO,Colorado,33-0000,Protective Service Occupations,major,"54,440",2.2,24.986,1.00,20.82,"43,310",2.6,9.04,11.85,19.01,28.27,35.67,"18,810","24,650","39,530","58,790","74,190",,
08,CO,Colorado,35-0000,Food Preparation and Serving Related Occupations,major,"207,680",0.8,95.307,1.09,10.48,"21,800",0.8,7.74,8.24,9.08,11.37,15.55,"16,090","17,140","18,880","23,640","32,350",,
08,CO,Colorado,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"72,670",2.4,33.348,1.02,12.42,"25,830",1.0,8.08,9.09,11.16,14.29,18.46,"16,810","18,920","23,200","29,710","38,390",,
08,CO,Colorado,39-0000,Personal Care and Service Occupations,major,"59,630",2.4,27.365,0.97,12.42,"25,840",1.1,7.92,8.72,10.52,14.09,20.08,"16,480","18,130","21,890","29,310","41,770",,
08,CO,Colorado,41-0000,Sales and Related Occupations,major,"242,480",1.0,111.276,1.05,19.45,"40,460",1.2,8.29,9.58,13.62,22.77,37.37,"17,240","19,920","28,330","47,370","77,730",,
08,CO,Colorado,43-0000,Office and Administrative Support Occupations,major,"352,370",0.9,161.709,0.97,17.17,"35,720",0.4,9.56,12.27,16.10,21.06,26.62,"19,890","25,520","33,500","43,810","55,370",,
08,CO,Colorado,45-0000,"Farming, Fishing, and Forestry Occupations",major,"3,270",10.0,1.502,0.47,13.25,"27,550",2.7,8.04,8.99,11.84,15.74,21.29,"16,730","18,710","24,620","32,730","44,290",,
08,CO,Colorado,47-0000,Construction and Extraction Occupations,major,"103,900",1.6,47.680,1.23,20.92,"43,510",0.8,12.05,15.08,19.12,25.51,32.54,"25,070","31,360","39,780","53,070","67,690",,
08,CO,Colorado,49-0000,"Installation, Maintenance, and Repair Occupations",major,"83,520",1.9,38.328,0.99,21.60,"44,930",0.6,11.22,15.01,20.54,27.47,33.90,"23,330","31,210","42,730","57,140","70,520",,
