AREA,ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
08,CO,Colorado,19-0000,"Life, Physical, and Social Science Occupations",major,"28,760",2.5,12.147,1.43,34.58,"71,920",1.2,16.08,21.93,30.82,43.85,57.85,"33,440","45,620","64,100","91,200","120,320",,
08,CO,Colorado,21-0000,Community and Social Service Occupations,major,"31,260",1.9,13.201,0.92,22.18,"46,140",1.1,12.60,15.98,20.97,27.26,34.39,"26,210","33,230","43,610","56,690","71,540",,
08,CO,Colorado,23-0000,Legal Occupations,major,"21,440",3.5,9.055,1.16,47.58,"98,970",4.5,18.30,24.50,35.03,60.50,#,"38,070","50,960","72,860","125,830",#,,
08,CO,Colorado,25-0000,"Education, Training, and Library Occupations",major,"140,480",0.9,59.329,0.95,24.01,"49,940",2.3,11.72,15.51,21.15,28.83,37.21,"24,370","32,260","43,990","59,960","77,400",,
08,CO,Colorado,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"36,530",2.6,15.429,1.16,23.90,"49,700",1.6,9.31,13.29,20.52,29.85,41.78,"19,370","27,640","42,680","62,080","86,900",,
08,CO,Colorado,29-0000,Healthcare Practitioners and Technical Occupations,major,"124,530",2.8,52.595,0.90,37.25,"77,490",1.2,16.56,23.76,32.14,42.60,59.89,"34,440","49,420","66,860","88,610","124,570",,
08,CO,Colorado,31-0000,Healthcare Support Occupations,major,"62,500",2.3,26.394,0.91,15.28,"31,780",1.1,9.86,11.72,14.27,17.62,22.19,"20,520","24,380","29,680","36,640","46,160",,
08,CO,Colorado,33-0000,Protective Service Occupations,major,"52,750",3.8,22.280,0.91,21.86,"45,470",2.0,9.76,13.00,19.51,29.44,37.21,"20,300","27,050","40,590","61,240","77,390",,
08,CO,Colorado,35-0000,Food Preparation and Serving Related Occupations,major,"228,960",1.0,96.697,1.06,10.86,"22,590",0.7,8.24,8.61,9.22,11.50,15.80,"17,150","17,910","19,180","23,920","32,860",,
08,CO,Colorado,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"78,670",1.9,33.224,1.03,12.72,"26,470",1.0,8.54,9.36,11.44,14.47,18.41,"17,770","19,480","23,800","30,090","38,290",,
08,CO,Colorado,39-0000,Personal Care and Service Occupations,major,"69,830",2.2,29.493,0.96,12.72,"26,450",1.1,8.41,9.02,10.62,13.95,20.72,"17,490","18,760","22,090","29,010","43,110",,
08,CO,Colorado,41-0000,Sales and Related Occupations,major,"267,090",1.1,112.800,1.07,20.18,"41,980",1.0,8.62,9.67,13.78,23.05,39.86,"17,930","20,110","28,660","47,940","82,910",,
08,CO,Colorado,43-0000,Office and Administrative Support Occupations,major,"362,760",1.0,153.206,0.96,17.69,"36,790",0.3,9.89,12.62,16.52,21.62,27.29,"20,580","26,250","34,360","44,960","56,770",,
08,CO,Colorado,45-0000,"Farming, Fishing, and Forestry Occupations",major,"4,510",6.8,1.906,0.58,13.57,"28,230",2.0,8.43,9.08,12.00,15.81,21.30,"17,540","18,890","24,960","32,880","44,300",,
08,CO,Colorado,47-0000,Construction and Extraction Occupations,major,"122,030",1.6,51.537,1.32,21.18,"44,060",0.7,12.31,15.34,19.45,25.70,32.45,"25,590","31,900","40,450","53,460","67,490",,
08,CO,Colorado,49-0000,"Installation, Maintenance, and Repair Occupations",major,"90,950",1.6,38.414,0.99,22.72,"47,270",0.7,11.80,15.56,21.50,28.70,35.89,"24,540","32,370","44,720","59,700","74,650",,
