AREA,ST,STATE,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
02,AK,Alaska,11-0000,Management Occupations,major,"19,530",2.0,63.383,1.338,42.99,"89,420",1.5,19.96,27.31,38.11,52.60,70.72,"41,510","56,810","79,280","109,400","147,100",,
02,AK,Alaska,13-0000,Business and Financial Operations Occupations,major,"12,120",2.3,39.352,0.821,31.61,"65,740",1.3,18.61,22.97,29.42,37.67,48.32,"38,720","47,770","61,200","78,350","100,500",,
02,AK,Alaska,15-0000,Computer and Mathematical Occupations,major,"4,980",3.1,16.162,0.626,32.86,"68,350",1.3,20.06,24.86,32.25,39.70,46.78,"41,720","51,700","67,080","82,570","97,290",,
02,AK,Alaska,17-0000,Architecture and Engineering Occupations,major,"8,890",6.6,28.855,1.591,45.48,"94,590",3.6,24.24,31.58,41.96,54.70,69.94,"50,430","65,680","87,270","113,780","145,470",,
02,AK,Alaska,19-0000,"Life, Physical, and Social Science Occupations",major,"6,250",1.8,20.285,2.422,29.91,"62,210",1.7,15.20,20.53,27.84,36.09,45.70,"31,610","42,690","57,920","75,060","95,060",,
02,AK,Alaska,21-0000,Community and Social Service Occupations,major,"7,350",5.1,23.868,1.596,21.99,"45,740",2.5,12.65,15.70,20.52,26.95,33.45,"26,300","32,660","42,680","56,060","69,570",,
02,AK,Alaska,23-0000,Legal Occupations,major,"1,960",5.6,6.365,0.815,37.51,"78,030",4.2,20.07,22.83,32.15,46.92,58.82,"41,750","47,480","66,880","97,600","122,340",,
02,AK,Alaska,25-0000,"Education, Training, and Library Occupations",major,"22,120",5.4,71.792,1.079,28.05,"58,330",2.8,11.52,17.73,26.79,35.66,45.50,"23,950","36,880","55,720","74,170","94,630",,
02,AK,Alaska,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"2,770",4.7,9.005,0.667,21.07,"43,820",1.9,10.87,14.52,19.74,25.97,33.33,"22,620","30,190","41,070","54,010","69,330",,
02,AK,Alaska,29-0000,Healthcare Practitioners and Technical Occupations,major,"15,070",5.6,48.924,0.846,41.30,"85,900",2.9,17.75,25.32,35.15,45.65,70.23,"36,930","52,660","73,110","94,950","146,080",,
02,AK,Alaska,31-0000,Healthcare Support Occupations,major,"7,190",4.1,23.352,0.749,17.88,"37,180",2.1,11.74,14.27,16.67,20.14,24.60,"24,410","29,680","34,670","41,900","51,160",,
02,AK,Alaska,33-0000,Protective Service Occupations,major,"8,500",3.6,27.587,1.100,22.52,"46,850",3.1,12.18,14.59,21.26,27.89,35.82,"25,330","30,350","44,220","58,000","74,500",,
02,AK,Alaska,35-0000,Food Preparation and Serving Related Occupations,major,"23,700",2.8,76.945,0.887,11.40,"23,710",1.5,8.05,8.68,10.08,13.04,16.73,"16,740","18,060","20,960","27,130","34,800",,
02,AK,Alaska,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"10,270",4.7,33.347,1.015,14.45,"30,050",2.4,9.13,10.91,13.43,17.05,21.35,"18,990","22,690","27,930","35,460","44,400",,
02,AK,Alaska,39-0000,Personal Care and Service Occupations,major,"9,360",5.9,30.378,1.127,13.66,"28,410",1.8,8.49,9.79,12.87,16.35,19.77,"17,660","20,370","26,770","34,010","41,120",,
02,AK,Alaska,41-0000,Sales and Related Occupations,major,"24,860",3.0,80.707,0.763,15.83,"32,930",1.6,8.95,10.42,12.96,17.84,26.22,"18,610","21,680","26,950","37,110","54,540",,
02,AK,Alaska,43-0000,Office and Administrative Support Occupations,major,"51,530",1.7,167.274,0.989,18.42,"38,310",0.7,11.21,13.82,17.31,21.99,27.08,"23,310","28,740","36,010","45,730","56,320",,
02,AK,Alaska,47-0000,Construction and Extraction Occupations,major,"20,230",5.1,65.685,1.646,28.84,"59,980",1.4,16.44,21.53,28.68,35.15,42.14,"34,190","44,780","59,660","73,110","87,650",,
02,AK,Alaska,49-0000,"Installation, Maintenance, and Repair Occupations",major,"15,230",2.7,49.431,1.275,26.27,"54,650",1.5,13.66,18.35,25.42,33.69,40.70,"28,410","38,160","52,870","70,080","84,660",,
02,AK,Alaska,51-0000,Production Occupations,major,"11,870",4.1,38.530,0.595,20.11,"41,830",4.2,8.44,9.64,15.53,27.84,39.51,"17,550","20,050","32,310","57,910","82,170",,
02,AK,Alaska,53-0000,Transportation and Material Moving Occupations,major,"23,980",5.5,77.838,1.157,21.09,"43,860",2.6,10.54,13.55,18.09,25.46,35.05,"21,920","28,170","37,630","52,960","72,900",,
04,AZ,Arizona,11-0000,Management Occupations,major,"120,670",1.5,50.979,1.076,44.71,"93,000",0.8,19.26,26.87,38.13,55.18,79.03,"40,050","55,880","79,310","114,770","164,390",,
04,AZ,Arizona,13-0000,Business and Financial Operations Occupations,major,"118,430",2.1,50.030,1.044,29.36,"61,060",0.9,15.62,19.67,26.36,35.61,46.54,"32,490","40,920","54,830","74,060","96,800",,
04,AZ,Arizona,15-0000,Computer and Mathematical Occupations,major,"60,090",2.4,25.386,0.983,35.79,"74,450",2.5,17.36,23.88,33.22,44.32,56.77,"36,100","49,680","69,090","92,190","118,080",,
04,AZ,Arizona,17-0000,Architecture and Engineering Occupations,major,"50,210",3.0,21.211,1.169,35.57,"73,980",1.7,18.04,24.32,33.74,45.10,57.07,"37,530","50,580","70,180","93,810","118,710",,
04,AZ,Arizona,19-0000,"Life, Physical, and Social Science Occupations",major,"17,980",2.6,7.594,0.907,27.03,"56,220",3.1,13.46,17.49,22.89,32.09,43.13,"27,990","36,380","47,600","66,740","89,720",,
04,AZ,Arizona,21-0000,Community and Social Service Occupations,major,"32,620",3.3,13.782,0.921,19.20,"39,940",1.5,10.86,14.00,18.16,22.98,29.37,"22,600","29,120","37,770","47,790","61,080",,
04,AZ,Arizona,23-0000,Legal Occupations,major,"17,380",3.8,7.343,0.940,39.95,"83,100",3.9,16.83,22.04,32.52,49.13,71.85,"35,000","45,850","67,650","102,190","149,440",,
04,AZ,Arizona,25-0000,"Education, Training, and Library Occupations",major,"143,680",5.1,60.698,0.912,21.14,"43,970",2.8,10.00,13.72,18.72,24.90,33.60,"20,810","28,550","38,930","51,800","69,900",,
04,AZ,Arizona,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"25,940",3.7,10.958,0.811,21.74,"45,220",2.3,8.88,12.79,18.38,26.56,36.12,"18,480","26,590","38,220","55,250","75,130",,
04,AZ,Arizona,29-0000,Healthcare Practitioners and Technical Occupations,major,"126,740",2.3,53.543,0.926,35.48,"73,810",1.9,13.64,19.90,29.40,40.63,62.38,"28,360","41,390","61,160","84,510","129,750",,
04,AZ,Arizona,31-0000,Healthcare Support Occupations,major,"68,480",2.8,28.930,0.928,13.26,"27,580",1.2,8.67,10.23,12.38,15.47,18.83,"18,030","21,280","25,750","32,180","39,170",,
04,AZ,Arizona,33-0000,Protective Service Occupations,major,"74,560",2.6,31.496,1.256,21.10,"43,900",3.1,9.21,12.27,19.40,28.06,35.65,"19,160","25,530","40,350","58,370","74,150",,
04,AZ,Arizona,35-0000,Food Preparation and Serving Related Occupations,major,"218,850",1.3,92.456,1.066,10.28,"21,380",1.0,7.54,7.87,8.94,11.21,15.31,"15,670","16,360","18,600","23,320","31,840",,
04,AZ,Arizona,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"84,070",1.9,35.516,1.081,11.49,"23,900",1.1,7.77,8.57,10.20,13.10,17.23,"16,160","17,840","21,210","27,240","35,840",,
04,AZ,Arizona,39-0000,Personal Care and Service Occupations,major,"63,680",4.1,26.904,0.998,11.76,"24,450",1.2,7.68,8.39,9.94,12.99,18.89,"15,980","17,450","20,680","27,020","39,290",,
04,AZ,Arizona,41-0000,Sales and Related Occupations,major,"252,960",1.4,106.863,1.011,17.14,"35,650",1.4,7.91,9.07,12.15,19.38,32.79,"16,450","18,870","25,280","40,300","68,210",,
04,AZ,Arizona,43-0000,Office and Administrative Support Occupations,major,"438,310",1.4,185.165,1.094,15.81,"32,890",0.5,9.06,11.39,14.68,18.81,24.25,"18,850","23,700","30,540","39,110","50,430",,
04,AZ,Arizona,45-0000,"Farming, Fishing, and Forestry Occupations",major,"12,440",5.2,5.255,1.637,9.52,"19,790",2.3,7.54,7.89,8.82,9.90,11.45,"15,670","16,420","18,340","20,600","23,820",,
04,AZ,Arizona,47-0000,Construction and Extraction Occupations,major,"103,220",3.6,43.606,1.093,18.78,"39,060",1.2,10.36,13.43,17.49,22.64,28.88,"21,550","27,920","36,380","47,100","60,070",,
04,AZ,Arizona,49-0000,"Installation, Maintenance, and Repair Occupations",major,"94,210",2.7,39.801,1.026,19.92,"41,420",0.9,10.36,13.76,18.71,25.18,31.17,"21,540","28,620","38,910","52,380","64,840",,
04,AZ,Arizona,51-0000,Production Occupations,major,"104,810",2.6,44.276,0.683,15.75,"32,750",1.1,8.62,10.54,14.03,19.32,25.34,"17,930","21,920","29,180","40,190","52,700",,
04,AZ,Arizona,53-0000,Transportation and Material Moving Occupations,major,"137,790",2.6,58.209,0.865,16.30,"33,890",3.8,8.09,9.82,13.86,19.47,26.78,"16,830","20,430","28,820","40,490","55,700",,
05,AR,Arkansas,11-0000,Management Occupations,major,"47,770",1.3,42.071,0.888,39.48,"82,110",1.3,16.41,23.08,33.79,47.77,69.18,"34,130","48,000","70,280","99,360","143,900",,
05,AR,Arkansas,13-0000,Business and Financial Operations Occupations,major,"38,140",1.8,33.585,0.701,26.29,"54,680",1.7,13.47,17.38,23.68,32.40,42.60,"28,010","36,150","49,260","67,380","88,610",,
05,AR,Arkansas,15-0000,Computer and Mathematical Occupations,major,"19,560",3.3,17.223,0.667,27.93,"58,100",1.8,15.30,19.75,26.36,34.61,43.15,"31,830","41,090","54,820","72,000","89,750",,
05,AR,Arkansas,17-0000,Architecture and Engineering Occupations,major,"11,210",4.8,9.869,0.544,29.53,"61,430",1.4,15.55,20.79,27.81,36.35,45.77,"32,350","43,250","57,840","75,610","95,210",,
05,AR,Arkansas,19-0000,"Life, Physical, and Social Science Occupations",major,"5,820",3.3,5.125,0.612,26.34,"54,790",2.2,13.63,17.91,23.68,31.78,41.27,"28,340","37,240","49,250","66,100","85,830",,
05,AR,Arkansas,21-0000,Community and Social Service Occupations,major,"14,290",4.3,12.581,0.841,17.99,"37,410",1.4,9.51,11.95,16.31,22.75,29.36,"19,780","24,860","33,930","47,310","61,070",,
05,AR,Arkansas,23-0000,Legal Occupations,major,"7,150",4.8,6.292,0.806,29.41,"61,180",4.6,12.22,15.15,21.19,35.06,61.40,"25,420","31,500","44,070","72,910","127,720",,
05,AR,Arkansas,25-0000,"Education, Training, and Library Occupations",major,"74,190",1.7,65.331,0.982,20.04,"41,690",2.0,8.53,13.30,19.49,24.53,30.11,"17,740","27,660","40,540","51,030","62,640",,
05,AR,Arkansas,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"8,620",3.7,7.589,0.562,18.66,"38,810",2.1,8.48,11.27,16.19,23.10,31.99,"17,630","23,430","33,670","48,050","66,530",,
05,AR,Arkansas,29-0000,Healthcare Practitioners and Technical Occupations,major,"70,500",2.6,62.088,1.074,28.85,"60,000",1.7,11.93,16.05,22.03,30.69,50.54,"24,810","33,380","45,810","63,830","105,130",,
05,AR,Arkansas,31-0000,Healthcare Support Occupations,major,"37,480",3.0,33.008,1.059,10.66,"22,170",0.9,7.55,8.51,10.04,11.57,14.50,"15,700","17,690","20,870","24,060","30,160",,
05,AR,Arkansas,33-0000,Protective Service Occupations,major,"24,250",2.0,21.353,0.851,15.68,"32,620",1.8,8.44,10.78,14.48,18.82,24.40,"17,560","22,420","30,130","39,150","50,740",,
05,AR,Arkansas,35-0000,Food Preparation and Serving Related Occupations,major,"95,620",1.4,84.201,0.970,9.02,"18,760",0.8,7.45,7.70,8.42,9.28,11.73,"15,490","16,010","17,510","19,310","24,400",,
05,AR,Arkansas,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"33,830",2.3,29.789,0.907,10.29,"21,390",0.8,7.57,8.11,9.22,11.42,14.45,"15,740","16,860","19,180","23,750","30,060",,
05,AR,Arkansas,39-0000,Personal Care and Service Occupations,major,"26,210",3.5,23.083,0.857,9.95,"20,690",1.7,7.48,7.78,8.69,10.43,14.25,"15,550","16,180","18,070","21,690","29,630",,
05,AR,Arkansas,41-0000,Sales and Related Occupations,major,"111,410",1.8,98.111,0.928,14.84,"30,860",1.4,7.56,8.29,10.21,16.60,27.80,"15,730","17,250","21,230","34,530","57,830",,
05,AR,Arkansas,43-0000,Office and Administrative Support Occupations,major,"185,340",0.9,163.210,0.965,13.64,"28,380",0.4,8.20,9.83,12.44,16.08,21.01,"17,060","20,440","25,880","33,450","43,700",,
05,AR,Arkansas,45-0000,"Farming, Fishing, and Forestry Occupations",major,"5,980",5.7,5.263,1.639,13.26,"27,570",2.2,8.26,9.86,11.66,15.55,21.08,"17,180","20,520","24,260","32,330","43,850",,
05,AR,Arkansas,47-0000,Construction and Extraction Occupations,major,"48,160",2.6,42.415,1.063,16.48,"34,270",0.9,9.76,12.13,15.30,19.64,24.77,"20,310","25,230","31,820","40,840","51,520",,
05,AR,Arkansas,49-0000,"Installation, Maintenance, and Repair Occupations",major,"51,530",2.0,45.377,1.170,17.50,"36,410",0.7,9.80,12.38,16.32,21.37,27.93,"20,380","25,750","33,940","44,450","58,090",,
05,AR,Arkansas,51-0000,Production Occupations,major,"115,650",2.4,101.846,1.572,14.00,"29,130",1.0,8.47,10.01,12.64,16.87,21.42,"17,620","20,820","26,300","35,090","44,560",,
05,AR,Arkansas,53-0000,Transportation and Material Moving Occupations,major,"102,870",2.7,90.589,1.347,14.24,"29,610",1.6,8.08,9.62,12.44,17.14,23.24,"16,800","20,010","25,870","35,650","48,330",,
06,CA,California,11-0000,Management Occupations,major,"777,910",0.6,55.558,1.172,57.44,"119,480",0.5,24.42,34.60,50.67,71.75,#,"50,800","71,980","105,390","149,240",#,,
06,CA,California,13-0000,Business and Financial Operations Occupations,major,"747,690",0.8,53.400,1.114,35.71,"74,280",0.5,18.38,24.11,32.28,42.99,56.37,"38,240","50,150","67,140","89,420","117,260",,
06,CA,California,15-0000,Computer and Mathematical Occupations,major,"420,630",1.6,30.042,1.163,42.30,"87,990",1.0,21.82,30.05,40.66,53.47,66.11,"45,390","62,500","84,570","111,220","137,520",,
06,CA,California,17-0000,Architecture and Engineering Occupations,major,"299,280",2.1,21.374,1.178,42.38,"88,150",0.7,22.46,30.18,40.79,52.71,65.58,"46,720","62,780","84,840","109,630","136,410",,
06,CA,California,19-0000,"Life, Physical, and Social Science Occupations",major,"158,450",2.9,11.317,1.351,35.37,"73,570",0.9,16.56,22.78,32.75,44.13,56.17,"34,450","47,370","68,120","91,800","116,830",,
06,CA,California,21-0000,Community and Social Service Occupations,major,"203,610",2.2,14.542,0.972,24.27,"50,480",1.8,11.79,15.88,22.10,31.05,41.25,"24,520","33,030","45,960","64,590","85,800",,
06,CA,California,23-0000,Legal Occupations,major,"114,710",1.8,8.192,1.049,57.27,"119,130",1.9,20.77,30.19,47.22,77.63,#,"43,190","62,790","98,210","161,470",#,,
06,CA,California,25-0000,"Education, Training, and Library Occupations",major,"939,340",1.0,67.087,1.008,27.89,"58,000",1.0,12.62,17.12,25.18,36.00,45.24,"26,240","35,610","52,380","74,880","94,090",,
06,CA,California,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"272,130",1.7,19.435,1.439,31.43,"65,370",1.7,11.32,15.98,24.37,37.17,57.05,"23,540","33,230","50,690","77,310","118,660",,
06,CA,California,29-0000,Healthcare Practitioners and Technical Occupations,major,"681,250",1.5,48.655,0.842,41.24,"85,780",0.9,17.56,24.78,36.19,49.77,67.88,"36,530","51,550","75,280","103,520","141,180",,
06,CA,California,31-0000,Healthcare Support Occupations,major,"369,930",1.1,26.420,0.847,14.51,"30,180",0.6,9.19,10.73,13.37,17.15,21.76,"19,120","22,310","27,800","35,680","45,260",,
06,CA,California,33-0000,Protective Service Occupations,major,"365,920",1.6,26.134,1.042,25.28,"52,580",2.6,9.70,12.23,22.53,35.58,45.39,"20,170","25,430","46,870","74,000","94,400",,
06,CA,California,35-0000,Food Preparation and Serving Related Occupations,major,"1,220,380",0.4,87.159,1.005,10.57,"21,980",0.4,8.38,8.71,9.28,11.12,14.54,"17,420","18,120","19,310","23,130","30,240",,
06,CA,California,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"440,120",0.9,31.433,0.957,13.27,"27,600",0.5,8.67,9.50,11.60,15.60,20.54,"18,030","19,770","24,120","32,440","42,710",,
06,CA,California,39-0000,Personal Care and Service Occupations,major,"337,550",1.5,24.108,0.895,12.78,"26,590",0.6,8.55,9.14,10.78,14.04,20.06,"17,780","19,020","22,430","29,210","41,730",,
06,CA,California,41-0000,Sales and Related Occupations,major,"1,411,140",0.6,100.783,0.953,18.97,"39,470",0.6,8.66,9.37,12.94,21.68,36.72,"18,000","19,490","26,920","45,100","76,380",,
06,CA,California,43-0000,Office and Administrative Support Occupations,major,"2,430,750",0.5,173.604,1.026,17.95,"37,340",0.2,9.77,12.42,16.65,22.11,27.77,"20,320","25,840","34,620","45,980","57,770",,
06,CA,California,45-0000,"Farming, Fishing, and Forestry Occupations",major,"177,300",1.3,12.663,3.944,10.08,"20,960",0.7,8.29,8.57,9.04,9.81,13.10,"17,250","17,830","18,790","20,400","27,250",,
06,CA,California,47-0000,Construction and Extraction Occupations,major,"495,260",1.0,35.371,0.886,24.94,"51,880",0.5,12.80,16.71,23.55,31.56,40.08,"26,620","34,770","48,980","65,650","83,370",,
06,CA,California,49-0000,"Installation, Maintenance, and Repair Occupations",major,"453,900",0.9,32.418,0.836,22.89,"47,610",0.4,11.75,15.54,21.63,29.08,35.67,"24,440","32,310","44,990","60,490","74,200",,
06,CA,California,51-0000,Production Occupations,major,"790,840",1.0,56.481,0.872,16.06,"33,400",0.4,8.87,10.16,13.73,19.50,27.18,"18,440","21,140","28,570","40,570","56,530",,
06,CA,California,53-0000,Transportation and Material Moving Occupations,major,"893,650",0.9,63.824,0.949,16.16,"33,620",0.7,8.75,9.85,13.84,19.89,27.00,"18,200","20,500","28,780","41,360","56,150",,
08,CO,Colorado,11-0000,Management Occupations,major,"91,400",1.2,42.361,0.894,51.67,"107,470",0.6,23.30,32.42,45.62,63.66,#,"48,470","67,430","94,890","132,420",#,,
08,CO,Colorado,13-0000,Business and Financial Operations Occupations,major,"133,330",1.3,61.795,1.289,32.89,"68,410",0.6,16.67,22.00,29.75,40.27,52.15,"34,680","45,760","61,880","83,760","108,480",,
08,CO,Colorado,15-0000,Computer and Mathematical Occupations,major,"86,510",2.0,40.094,1.552,39.19,"81,510",0.7,21.00,28.53,38.14,48.70,59.33,"43,670","59,340","79,330","101,290","123,400",,
08,CO,Colorado,17-0000,Architecture and Engineering Occupations,major,"52,660",2.9,24.404,1.345,38.51,"80,100",1.1,20.28,26.72,35.93,48.29,60.89,"42,170","55,580","74,730","100,440","126,650",,
08,CO,Colorado,19-0000,"Life, Physical, and Social Science Occupations",major,"25,150",2.1,11.657,1.392,33.73,"70,170",2.3,15.06,20.91,30.20,42.72,56.77,"31,320","43,480","62,810","88,860","118,090",,
08,CO,Colorado,21-0000,Community and Social Service Occupations,major,"29,450",2.4,13.648,0.912,20.70,"43,050",1.4,11.40,14.30,19.10,25.07,32.53,"23,700","29,740","39,720","52,150","67,660",,
08,CO,Colorado,23-0000,Legal Occupations,major,"19,480",4.0,9.028,1.156,44.24,"92,020",5.1,17.29,23.13,33.05,58.12,#,"35,960","48,120","68,740","120,890",#,,
08,CO,Colorado,25-0000,"Education, Training, and Library Occupations",major,"131,690",1.0,61.031,0.917,23.61,"49,110",2.1,11.72,15.93,21.37,28.32,35.88,"24,370","33,120","44,450","58,910","74,630",,
08,CO,Colorado,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"37,760",2.6,17.499,1.296,23.77,"49,440",1.6,9.27,13.39,20.36,29.99,40.70,"19,290","27,860","42,350","62,380","84,650",,
08,CO,Colorado,29-0000,Healthcare Practitioners and Technical Occupations,major,"114,240",1.9,52.947,0.916,35.15,"73,100",1.6,15.13,21.94,30.13,39.62,56.38,"31,460","45,630","62,670","82,400","117,260",,
08,CO,Colorado,31-0000,Healthcare Support Occupations,major,"53,730",2.3,24.900,0.799,14.04,"29,200",1.2,9.02,10.67,13.27,16.57,20.05,"18,760","22,200","27,590","34,470","41,710",,
08,CO,Colorado,33-0000,Protective Service Occupations,major,"52,660",2.0,24.405,0.973,20.89,"43,440",1.7,9.11,12.20,19.07,28.22,35.54,"18,940","25,370","39,670","58,700","73,930",,
08,CO,Colorado,35-0000,Food Preparation and Serving Related Occupations,major,"202,670",1.0,93.927,1.083,10.63,"22,100",1.1,7.62,8.10,9.08,11.61,15.89,"15,840","16,850","18,890","24,150","33,050",,
08,CO,Colorado,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"74,070",2.2,34.326,1.045,12.12,"25,200",0.9,7.94,8.94,11.00,14.05,17.99,"16,510","18,590","22,880","29,220","37,410",,
08,CO,Colorado,39-0000,Personal Care and Service Occupations,major,"56,220",2.6,26.058,0.967,12.61,"26,230",1.2,7.76,8.64,10.66,14.42,20.62,"16,130","17,970","22,170","29,990","42,880",,
08,CO,Colorado,41-0000,Sales and Related Occupations,major,"241,880",1.2,112.100,1.060,19.12,"39,780",1.0,8.11,9.45,13.64,22.68,37.07,"16,870","19,650","28,370","47,180","77,110",,
08,CO,Colorado,43-0000,Office and Administrative Support Occupations,major,"350,850",0.9,162.604,0.961,16.89,"35,140",0.4,9.52,12.15,15.84,20.56,25.77,"19,810","25,280","32,960","42,770","53,590",,
08,CO,Colorado,45-0000,"Farming, Fishing, and Forestry Occupations",major,"3,290",10.4,1.523,0.474,13.20,"27,460",2.8,7.70,8.93,11.91,15.92,20.69,"16,020","18,580","24,770","33,120","43,030",,
08,CO,Colorado,47-0000,Construction and Extraction Occupations,major,"108,540",1.7,50.305,1.260,20.50,"42,630",0.7,11.89,14.87,18.89,24.84,31.45,"24,720","30,940","39,300","51,670","65,420",,
08,CO,Colorado,49-0000,"Installation, Maintenance, and Repair Occupations",major,"83,570",1.9,38.733,0.999,21.16,"44,010",0.7,11.13,14.75,20.13,26.88,32.84,"23,150","30,670","41,870","55,910","68,300",,
08,CO,Colorado,51-0000,Production Occupations,major,"90,210",3.2,41.810,0.645,16.67,"34,670",1.0,9.05,11.17,14.96,20.25,27.19,"18,830","23,240","31,120","42,130","56,560",,
